Mod:Item:MetaData, Localized Name
variedcommodities:spell_fire, Fire Spell
variedcommodities:spell_dark, Dark Spell
variedcommodities:spell_holy, Holy Spell
variedcommodities:orb:0, Orb
variedcommodities:orb:1, Orb
variedcommodities:orb:2, Orb
variedcommodities:orb:3, Orb
variedcommodities:orb:4, Orb
variedcommodities:orb:5, Orb
variedcommodities:orb:6, Orb
variedcommodities:orb:7, Orb
variedcommodities:orb:8, Orb
variedcommodities:orb:9, Orb
variedcommodities:orb:10, Orb
variedcommodities:orb:11, Orb
variedcommodities:orb:12, Orb
variedcommodities:orb:13, Orb
variedcommodities:orb:14, Orb
variedcommodities:orb:15, Orb
variedcommodities:orb_broken:0, BrokenOrb
variedcommodities:orb_broken:1, BrokenOrb
variedcommodities:orb_broken:2, BrokenOrb
variedcommodities:orb_broken:3, BrokenOrb
variedcommodities:orb_broken:4, BrokenOrb
variedcommodities:orb_broken:5, BrokenOrb
variedcommodities:orb_broken:6, BrokenOrb
variedcommodities:orb_broken:7, BrokenOrb
variedcommodities:orb_broken:8, BrokenOrb
variedcommodities:orb_broken:9, BrokenOrb
variedcommodities:orb_broken:10, BrokenOrb
variedcommodities:orb_broken:11, BrokenOrb
variedcommodities:orb_broken:12, BrokenOrb
variedcommodities:orb_broken:13, BrokenOrb
variedcommodities:orb_broken:14, BrokenOrb
variedcommodities:orb_broken:15, BrokenOrb
variedcommodities:ancient_scroll, Ancient Scroll
variedcommodities:artifact, Artifact
variedcommodities:locket, Locket
variedcommodities:silk, Silk
variedcommodities:statuette, Statuette
variedcommodities:tablet, Tablet
variedcommodities:heart, Heart
variedcommodities:money, Money
variedcommodities:necklace, Necklace
variedcommodities:usb_stick, USB-Stick
variedcommodities:ancient_coin, Ancient Coin
variedcommodities:letter, Letter
variedcommodities:plans, Plans
variedcommodities:satchel, Satchel
variedcommodities:bag, Bag
variedcommodities:crystal, Crystal
variedcommodities:severed_ear, Severed Ear
variedcommodities:phone, Phone
variedcommodities:bandit_mask, Bandit Mask
variedcommodities:paper_crown, Paper Crown
variedcommodities:broken_arrow, Broken Arrow
variedcommodities:car_key, Car Key
variedcommodities:key, Key
variedcommodities:key2, Key
variedcommodities:pendant, Pendant
variedcommodities:blueprint, Blueprint
variedcommodities:ring, Ring
variedcommodities:skull, Skull
variedcommodities:lighter, Lighter
variedcommodities:chicken_sword, Chicken Sword
variedcommodities:handcuffs, Handcuffs
variedcommodities:magic_wand, Magic Wand
variedcommodities:bullet, Bullet
variedcommodities:wooden_gun, Wooden Gun
variedcommodities:stone_gun, Stone Gun
variedcommodities:iron_gun, Iron Gun
variedcommodities:golden_gun, Golden Gun
variedcommodities:diamond_gun, Diamond Gun
variedcommodities:bronze_gun, Bronze Gun
variedcommodities:emerald_gun, Emerald Gun
variedcommodities:machine_gun, Machine Gun
variedcommodities:mana, Mana
variedcommodities:wooden_staff, Wooden Staff
variedcommodities:stone_staff, Stone Staff
variedcommodities:iron_staff, Iron Staff
variedcommodities:golden_staff, Golden Staff
variedcommodities:diamond_staff, Diamond Staff
variedcommodities:bronze_staff, Bronze Staff
variedcommodities:emerald_staff, Emerald Staff
variedcommodities:demonic_staff, Demonic Staff
variedcommodities:frost_staff, Frost Staff
variedcommodities:mithril_staff, Mithril Staff
variedcommodities:elemental_staff:0, Elemental Staff
variedcommodities:elemental_staff:1, Elemental Staff
variedcommodities:elemental_staff:2, Elemental Staff
variedcommodities:elemental_staff:3, Elemental Staff
variedcommodities:elemental_staff:4, Elemental Staff
variedcommodities:elemental_staff:5, Elemental Staff
variedcommodities:elemental_staff:6, Elemental Staff
variedcommodities:elemental_staff:7, Elemental Staff
variedcommodities:elemental_staff:8, Elemental Staff
variedcommodities:elemental_staff:9, Elemental Staff
variedcommodities:elemental_staff:10, Elemental Staff
variedcommodities:elemental_staff:11, Elemental Staff
variedcommodities:elemental_staff:12, Elemental Staff
variedcommodities:elemental_staff:13, Elemental Staff
variedcommodities:elemental_staff:14, Elemental Staff
variedcommodities:elemental_staff:15, Elemental Staff
variedcommodities:wooden_trident, Wooden Trident
variedcommodities:stone_trident, Stone Trident
variedcommodities:iron_trident, Iron Trident
variedcommodities:golden_trident, Golden Trident
variedcommodities:diamond_trident, Diamond Trident
variedcommodities:bronze_trident, Bronze Trident
variedcommodities:emerald_trident, Emerald Trident
variedcommodities:cursed_trident, Cursed Trident
variedcommodities:demonic_trident, Demonic Trident
variedcommodities:frost_trident, Frost Trident
variedcommodities:mithril_trident, Mithril Trident
variedcommodities:kunai, Kunai
variedcommodities:kunai_reversed, Reverse Kunai
variedcommodities:shuriken, Shuriken
variedcommodities:shuriken_giant, Giant Shuriken
variedcommodities:katana, Katana
variedcommodities:kukri, Kukri
variedcommodities:ninja_claw, Ninja Claw
variedcommodities:steel_claw, Steel Claw
variedcommodities:bear_claw, Bear Claw
variedcommodities:katar, Katar
variedcommodities:bronze_sword, Bronze Sword
variedcommodities:emerald_sword, Emerald Sword
variedcommodities:demonic_sword, Demonic Sword
variedcommodities:frost_sword, Frost Sword
variedcommodities:mithril_sword, Mithril Sword
variedcommodities:leaf_sword, Leaf Blade
variedcommodities:golf_club, Golf Club
variedcommodities:hammer, Hammer
variedcommodities:baseball_bat, Baseball Bat
variedcommodities:lead_pipe, Lead Pipe
variedcommodities:cleaver, Cleaver
variedcommodities:saber, Saber
variedcommodities:hockey_stick, Hockey Stick
variedcommodities:sledge_hammer, Sledgehammer
variedcommodities:broken_bottle, Broken Bottle
variedcommodities:combat_knive, Combat Knife
variedcommodities:macuahuitl, Macuahuitl
variedcommodities:bo_staff, Bo Staff
variedcommodities:sai, Sai Blade
variedcommodities:slingshot, Slingshot
variedcommodities:musket, Musket
variedcommodities:crossbow, Crossbow
variedcommodities:crossbow_bolt, Crossbow Bolt
variedcommodities:batton, Baton
variedcommodities:chainsaw_gun, GunChainsaw
variedcommodities:rapier, Rapier
variedcommodities:crowbar, Crowbar
variedcommodities:pipe_wrench, Pipe Wrench
variedcommodities:swiss_army_knife, Swiss Army Knife
variedcommodities:wrench, Wrench
variedcommodities:excalibur, Excalibur
variedcommodities:wooden_shield_round, Round Wooden Shield
variedcommodities:stone_shield_round, Round Stone Shield
variedcommodities:iron_shield_round, Round Iron Shield
variedcommodities:golden_shield_round, Round Golden Shield
variedcommodities:diamond_shield_round, Round Diamond Shield
variedcommodities:bronze_shield_round, Round Bronze Shield
variedcommodities:emerald_shield_round, Round Emerald Shield
variedcommodities:demonic_shield_round, Demonic Shield
variedcommodities:mithril_shield_round, Mithril Shield
variedcommodities:wooden_shield, Wooden Shield
variedcommodities:stone_shield, Stone Shield
variedcommodities:iron_shield, Iron Shield
variedcommodities:golden_shield, Golden Shield
variedcommodities:diamond_shield, Diamond Shield
variedcommodities:bronze_shield, Bronze Shield
variedcommodities:emerald_shield, Emerald Shield
variedcommodities:frost_shield, Frost Shield
variedcommodities:heater_shield, Steel Heater Shield
variedcommodities:crescent_shield, Steel Cryscent Shield
variedcommodities:scutum_shield, Steel Scutum Shield
variedcommodities:tower_shield, Steel Tower Shield
variedcommodities:wooden_spear, Wooden Spear
variedcommodities:stone_spear, Stone Spear
variedcommodities:iron_spear, Iron Spear
variedcommodities:golden_spear, Golden Spear
variedcommodities:diamond_spear, Diamond Spear
variedcommodities:bronze_spear, Bronze Spear
variedcommodities:emerald_spear, Emerald Spear
variedcommodities:demonic_spear, Demonic Spear
variedcommodities:frost_spear, Frost Spear
variedcommodities:mithril_spear, Mithril Spear
variedcommodities:wooden_halberd, Wooden Halberd
variedcommodities:stone_halberd, Stone Halberd
variedcommodities:iron_halberd, Iron Halberd
variedcommodities:golden_halberd, Golden Halberd
variedcommodities:diamond_halberd, Diamond Halberd
variedcommodities:bronze_halberd, Bronze Halberd
variedcommodities:emerald_halberd, Emerald Halberd
variedcommodities:demonic_halberd, Demonic Halberd
variedcommodities:frost_halberd, Frost Halberd
variedcommodities:mithril_halberd, Mithril Halberd
variedcommodities:wooden_battleaxe, Wooden Battle Axe
variedcommodities:stone_battleaxe, Stone Battle Axe
variedcommodities:iron_battleaxe, Iron Battle Axe
variedcommodities:golden_battleaxe, Golden Battle Axe
variedcommodities:diamond_battleaxe, Diamond Battle Axe
variedcommodities:bronze_battleaxe, Bronze Battle Axe
variedcommodities:emerald_battleaxe, Emerald Battle Axe
variedcommodities:demonic_battleaxe, Demonic Battle Axe
variedcommodities:frost_battleaxe, Frost Battle Axe
variedcommodities:mithril_battleaxe, Mithril Battle Axe
variedcommodities:wooden_warhammer, Wooden Warhammer
variedcommodities:stone_warhammer, Stone Warhammer
variedcommodities:iron_warhammer, Iron Warhammer
variedcommodities:golden_warhammer, Golden Warhammer
variedcommodities:diamond_warhammer, Diamond Warhammer
variedcommodities:bronze_warhammer, Bronze Warhammer
variedcommodities:emerald_warhammer, Emerald Warhammer
variedcommodities:demonic_warhammer, Demonic Warhammer
variedcommodities:frost_warhammer, Frost Warhammer
variedcommodities:mithril_warhammer, Mithril Warhammer
variedcommodities:wooden_mace, Wooden Mace
variedcommodities:stone_mace, Stone Mace
variedcommodities:iron_mace, Iron Mace
variedcommodities:golden_mace, Golden Mace
variedcommodities:diamond_mace, Diamond Mace
variedcommodities:bronze_mace, Bronze Mace
variedcommodities:emerald_mace, Emerald Mace
variedcommodities:demonic_mace, Demonic Mace
variedcommodities:frost_mace, Frost Mace
variedcommodities:mithril_mace, Mithril Mace
variedcommodities:wooden_dagger, Wooden Dagger
variedcommodities:wooden_dagger_reversed, Reversed Wooden Dagger
variedcommodities:stone_dagger, Stone Dagger
variedcommodities:stone_dagger_reversed, Reversed Stone Dagger
variedcommodities:iron_dagger, Iron Dagger
variedcommodities:iron_dagger_reversed, Reversed Iron Dagger
variedcommodities:golden_dagger, Golden Dagger
variedcommodities:golden_dagger_reversed, Reversed Golden Dagger
variedcommodities:diamond_dagger, Diamond Dagger
variedcommodities:diamond_dagger_reversed, Reversed Diamond Dagger
variedcommodities:bronze_dagger, Bronze Dagger
variedcommodities:bronze_dagger_reversed, Reversed Bronze Dagger
variedcommodities:emerald_dagger, Emerald Dagger
variedcommodities:emerald_dagger_reversed, Reversed Emerald Dagger
variedcommodities:demonic_dagger, Demonic Dagger
variedcommodities:demonic_dagger_reversed, Reversed Demonic Dagger
variedcommodities:frost_dagger, Frost Dagger
variedcommodities:frost_dagger_reversed, Reversed Frost Dagger
variedcommodities:mithril_dagger, Mithril Dagger
variedcommodities:mithril_dagger_reversed, Reversed Mithril Dagger
variedcommodities:wooden_scythe, Wooden Scythe
variedcommodities:stone_scythe, Stone Scythe
variedcommodities:iron_scythe, Iron Scythe
variedcommodities:golden_scythe, Golden Scythe
variedcommodities:diamond_scythe, Diamond Scythe
variedcommodities:bronze_scythe, Bronze Scythe
variedcommodities:emerald_scythe, Emerald Scythe
variedcommodities:demonic_scythe, Demonic Scythe
variedcommodities:frost_scythe, Frost Scythe
variedcommodities:mithril_scythe, Mithril Scythe
variedcommodities:wooden_glaive, Wooden Glaive
variedcommodities:stone_glaive, Stone Glaive
variedcommodities:iron_glaive, Iron Glaive
variedcommodities:golden_glaive, Golden Glaive
variedcommodities:diamond_glaive, Diamond Glaive
variedcommodities:bronze_glaive, Bronze Glaive
variedcommodities:emerald_glaive, Emerald Glaive
variedcommodities:demonic_glaive, Demonic Glaive
variedcommodities:frost_glaive, Frost Glaive
variedcommodities:mithril_glaive, Mithril Glaive
variedcommodities:wooden_broadsword, Wooden Broadsword
variedcommodities:stone_broadsword, Stone Broadsword
variedcommodities:iron_broadsword, Iron Broadsword
variedcommodities:golden_broadsword, Golden Broadsword
variedcommodities:diamond_broadsword, Diamond Broadsword
variedcommodities:bronze_broadsword, Bronze Broadsword
variedcommodities:emerald_broadsword, Emerald Broadsword
variedcommodities:demonic_broadsword, Demonic Broadsword
variedcommodities:frost_broadsword, Frost Broadsword
variedcommodities:mithril_broadsword, Mithril Broadsword
variedcommodities:trading_block, Trading Block
variedcommodities:carpentry_bench:0, Carpentry Bench
variedcommodities:carpentry_bench:1, Anvil
variedcommodities:blood_block:0, Blood Block
variedcommodities:blood_block:1, Blood Block
variedcommodities:blood_block:2, Blood Block
variedcommodities:banner:0, Banner
variedcommodities:banner:1, Banner
variedcommodities:banner:2, Banner
variedcommodities:banner:3, Banner
variedcommodities:banner:4, Banner
variedcommodities:wall_banner:0, Wall Banner
variedcommodities:wall_banner:1, Wall Banner
variedcommodities:wall_banner:2, Wall Banner
variedcommodities:wall_banner:3, Wall Banner
variedcommodities:wall_banner:4, Wall Banner
variedcommodities:sign:0, Sign
variedcommodities:sign:1, Sign
variedcommodities:sign:2, Sign
variedcommodities:sign:3, Sign
variedcommodities:sign:4, Sign
variedcommodities:sign:5, Sign
variedcommodities:tall_lamp:0, Tall Lamp
variedcommodities:tall_lamp:1, Tall Lamp
variedcommodities:tall_lamp:2, Tall Lamp
variedcommodities:tall_lamp:3, Tall Lamp
variedcommodities:tall_lamp:4, Tall Lamp
variedcommodities:candle, Candle
variedcommodities:candle_unlit, tile.npcCandle.name
variedcommodities:lamp, Lamp
variedcommodities:lamp_unlit, tile.npcLamp.name
variedcommodities:campfire, Campfire
variedcommodities:campfire_unlit, tile.npcCampfire.name
variedcommodities:chair:0, Chair
variedcommodities:chair:1, Chair
variedcommodities:chair:2, Chair
variedcommodities:chair:3, Chair
variedcommodities:chair:4, Chair
variedcommodities:chair:5, Chair
variedcommodities:couch_wool:0, Wool Couch
variedcommodities:couch_wool:1, Wool Couch
variedcommodities:couch_wool:2, Wool Couch
variedcommodities:couch_wool:3, Wool Couch
variedcommodities:couch_wool:4, Wool Couch
variedcommodities:couch_wool:5, Wool Couch
variedcommodities:couch_wood:0, Wooden Couch
variedcommodities:couch_wood:1, Wooden Couch
variedcommodities:couch_wood:2, Wooden Couch
variedcommodities:couch_wood:3, Wooden Couch
variedcommodities:couch_wood:4, Wooden Couch
variedcommodities:couch_wood:5, Wooden Couch
variedcommodities:crate:0, Crate
variedcommodities:crate:1, Crate
variedcommodities:crate:2, Crate
variedcommodities:crate:3, Crate
variedcommodities:crate:4, Crate
variedcommodities:crate:5, Crate
variedcommodities:barrel:0, Barrel
variedcommodities:barrel:1, Barrel
variedcommodities:barrel:2, Barrel
variedcommodities:barrel:3, Barrel
variedcommodities:barrel:4, Barrel
variedcommodities:barrel:5, Barrel
variedcommodities:weapon_rack:0, Weapon Rack
variedcommodities:weapon_rack:1, Weapon Rack
variedcommodities:weapon_rack:2, Weapon Rack
variedcommodities:weapon_rack:3, Weapon Rack
variedcommodities:weapon_rack:4, Weapon Rack
variedcommodities:weapon_rack:5, Weapon Rack
variedcommodities:pedestal:0, Pedestal
variedcommodities:pedestal:1, Pedestal
variedcommodities:pedestal:2, Pedestal
variedcommodities:pedestal:3, Pedestal
variedcommodities:pedestal:4, Pedestal
variedcommodities:crystal_block:0, Crystal
variedcommodities:crystal_block:1, Crystal
variedcommodities:crystal_block:2, Crystal
variedcommodities:crystal_block:3, Crystal
variedcommodities:crystal_block:4, Crystal
variedcommodities:crystal_block:5, Crystal
variedcommodities:crystal_block:6, Crystal
variedcommodities:crystal_block:7, Crystal
variedcommodities:crystal_block:8, Crystal
variedcommodities:crystal_block:9, Crystal
variedcommodities:crystal_block:10, Crystal
variedcommodities:crystal_block:11, Crystal
variedcommodities:crystal_block:12, Crystal
variedcommodities:crystal_block:13, Crystal
variedcommodities:crystal_block:14, Crystal
variedcommodities:crystal_block:15, Crystal
variedcommodities:placeholder:0, Placeholder
variedcommodities:placeholder:1, Placeholder
variedcommodities:placeholder:2, Placeholder
variedcommodities:placeholder:3, Placeholder
variedcommodities:placeholder:4, Placeholder
variedcommodities:placeholder:5, Placeholder
variedcommodities:placeholder:6, Placeholder
variedcommodities:placeholder:7, Placeholder
variedcommodities:placeholder:8, Placeholder
variedcommodities:placeholder:9, Placeholder
variedcommodities:placeholder:10, Placeholder
variedcommodities:placeholder:11, Placeholder
variedcommodities:placeholder:12, Placeholder
variedcommodities:placeholder:13, Placeholder
variedcommodities:placeholder:14, Placeholder
variedcommodities:placeholder:15, Placeholder
variedcommodities:stool:0, Stool
variedcommodities:stool:1, Stool
variedcommodities:stool:2, Stool
variedcommodities:stool:3, Stool
variedcommodities:stool:4, Stool
variedcommodities:stool:5, Stool
variedcommodities:table:0, Wooden Table
variedcommodities:table:1, Wooden Table
variedcommodities:table:2, Wooden Table
variedcommodities:table:3, Wooden Table
variedcommodities:table:4, Wooden Table
variedcommodities:table:5, Wooden Table
variedcommodities:shelf:0, Shelf
variedcommodities:shelf:1, Shelf
variedcommodities:shelf:2, Shelf
variedcommodities:shelf:3, Shelf
variedcommodities:shelf:4, Shelf
variedcommodities:shelf:5, Shelf
variedcommodities:beam:0, Beam
variedcommodities:beam:1, Beam
variedcommodities:beam:2, Beam
variedcommodities:beam:3, Beam
variedcommodities:beam:4, Beam
variedcommodities:beam:5, Beam
variedcommodities:big_sign, Big Sign
variedcommodities:book, Book
variedcommodities:tombstone:0, Tombstone
variedcommodities:tombstone:1, Tombstone
variedcommodities:tombstone:2, Tombstone
variedcommodities:cow_leather_head, Cowleather Helmet
variedcommodities:cow_leather_chest, Cowleather ChestPlate
variedcommodities:cow_leather_legs, Cowleather Leggings
variedcommodities:cow_leather_boots, Cowleather Boots
variedcommodities:nanorum_head, Nanorum Helmet
variedcommodities:nanorum_chest, Nanorum ChestPlate
variedcommodities:nanorum_legs, Nanorum Leggings
variedcommodities:nanorum_boots, Nanorum Boots
variedcommodities:tactical_head, Tactical Helmet
variedcommodities:tactical_chest, Tactical Vest
variedcommodities:full_leather_head, Full Leather Helmet
variedcommodities:full_leather_chest, Full Leather ChestPlate
variedcommodities:full_iron_head, Full Iron Helmet
variedcommodities:full_iron_chest, Full Iron ChestPlate
variedcommodities:full_golden_head, Full Gold Helmet
variedcommodities:full_golden_chest, Full Gold ChestPlate
variedcommodities:full_diamond_head, Full Diamond Helmet
variedcommodities:full_diamond_chest, Full Diamond ChestPlate
variedcommodities:full_bronze_head, Full Bronze Helmet
variedcommodities:full_bronze_chest, Full Bronze ChestPlate
variedcommodities:full_bronze_legs, Full Bronze Leggings
variedcommodities:full_bronze_boots, Full Bronze Boots
variedcommodities:full_emerald_head, Full Emerald Helmet
variedcommodities:full_emerald_chest, Full Emerald ChestPlate
variedcommodities:full_emerald_legs, Full Emerald Leggings
variedcommodities:full_emerald_boots, Full Emerald Boots
variedcommodities:full_wooden_head, Full Wooden Helmet
variedcommodities:full_wooden_chest, Full Wooden ChestPlate
variedcommodities:full_wooden_legs, Full Wooden Leggings
variedcommodities:full_wooden_boots, Full Wooden Boots
variedcommodities:tuxedo_chest, Tuxedo Chest
variedcommodities:tuxedo_pants, Tuxedo Pants
variedcommodities:tuxedo_bottom, Tuxedo Trenchcoat
variedcommodities:wizard_head, Wizard Head
variedcommodities:wizard_chest, Wizard Chest
variedcommodities:wizard_pants, Wizard Leggings
variedcommodities:assassin_head, Assassins Helmet
variedcommodities:assassin_chest, Assassins ChestPlate
variedcommodities:assassin_legs, Assassins Leggings
variedcommodities:assassin_boots, Assassins Boots
variedcommodities:soldier_head, Soldier Helmet
variedcommodities:soldier_chest, Soldier ChestPlate
variedcommodities:soldier_legs, Soldier Leggings
variedcommodities:soldier_bottom, Soldier Trenchcoat
variedcommodities:x407_head, X407 Prototype Helmet
variedcommodities:x407_chest, X407 Prototype ChestPlate
variedcommodities:x407_legs, X407 Prototype Leggings
variedcommodities:x407_boots, X407 Prototype Boots
variedcommodities:mithril_head, Mithril Helmet
variedcommodities:mithril_chest, Mithril ChestPlate
variedcommodities:mithril_legs, Mithril Leggings
variedcommodities:mithril_boots, Mithril Boots
variedcommodities:demonic_head, Demonic Helmet
variedcommodities:demonic_chest, Demonic ChestPlate
variedcommodities:demonic_legs, Demonic Leggings
variedcommodities:demonic_boots, Demonic Boots
variedcommodities:commissar_head, Commissar Helmet
variedcommodities:commissar_chest, Commissar ChestPlate
variedcommodities:commissar_legs, Commissar Leggings
variedcommodities:commissar_bottom, Commissar Trenchcoat
variedcommodities:infantry_helmet, Infantry Helmet
variedcommodities:officer_chest, Officer ChestPlate
variedcommodities:crown, Crown
variedcommodities:crown2, Crown
variedcommodities:ninja_head, Ninja Head
variedcommodities:ninja_chest, Ninja Chest
variedcommodities:ninja_legs, Ninja Leggings
variedcommodities:chain_skirt, Chain Skirt
variedcommodities:leather_skirt, Leather Skirt
variedcommodities:golden_skirt, Golden Skirt
variedcommodities:iron_skirt, Iron Skirt
variedcommodities:diamond_skirt, Diamond Skirt
variedcommodities:emerald_skirt, Emerald Skirt
variedcommodities:bronze_skirt, Bronze Skirt
variedcommodities:demonic_skirt, Demonic Skirt
variedcommodities:mithril_skirt, Mithril Skirt
warpdrive:laser, Laser
warpdrive:chunk_loader.basic, Basic Chunk Loader
warpdrive:chunk_loader.advanced, Advanced Chunk Loader
warpdrive:chunk_loader.superior, Superior Chunk Loader
warpdrive:laser_medium.basic, Basic Laser Medium
warpdrive:laser_medium.advanced, Advanced Laser Medium
warpdrive:laser_medium.superior, Superior Laser Medium
warpdrive:component:0, Memory Crystal
warpdrive:component:1, Memory Cluster
warpdrive:component:2, Diamond Tuned Crystal
warpdrive:component:3, Emerald Tuned Crystal
warpdrive:component:4, Capacitive Crystal
warpdrive:component:5, Capacitive Cluster
warpdrive:component:6, Ender Coil Crystal
warpdrive:component:7, Diamond Coil Crystal
warpdrive:component:8, Computer Interface
warpdrive:component:9, Bone Charcoal
warpdrive:component:10, Activated Carbon
warpdrive:component:11, Empty Air Canister
warpdrive:component:12, Flat Screen
warpdrive:component:13, Holographic projector
warpdrive:component:14, Glass Tank
warpdrive:component:15, Motor
warpdrive:component:16, Pump
warpdrive:component:17, Lens
warpdrive:component:18, Zoom
warpdrive:component:19, Diffraction Grating
warpdrive:component:20, Power Interface
warpdrive:component:21, Superconductor
warpdrive:component:22, Laser Medium (empty)
warpdrive:component:23, Electromagnetic Projector
warpdrive:component:24, Reactor Core
warpdrive:component:25, Raw rubber clump
warpdrive:component:26, Rubber
warpdrive:component:27, Biopulp
warpdrive:component:28, Biofiber
warpdrive:component:29, Raw Ceramic
warpdrive:component:30, Ceramic
warpdrive:component:31, Raw Carbon fiber
warpdrive:component:32, Raw Carbon Mesh
warpdrive:component:33, Carbon Fiber
warpdrive:ship_scanner.basic, Shuttle Ship Scanner
warpdrive:ship_scanner.advanced, Corvette Ship Scanner
warpdrive:ship_scanner.superior, Frigate Ship Scanner
warpdrive:ship_token:0, Ship token #0
warpdrive:ship_token:1, Ship token #1
warpdrive:ship_token:2, Ship token #2
warpdrive:ship_token:3, Ship token #3
warpdrive:ship_token:4, Ship token #4
warpdrive:ship_token:5, Ship token #5
warpdrive:ship_token:10, Ship token #10
warpdrive:ship_token:11, Ship token #11
warpdrive:ship_token:12, Ship token #12
warpdrive:ship_token:13, Ship token #13
warpdrive:ship_token:14, Ship token #14
warpdrive:ship_token:15, Ship token #15
warpdrive:ship_token:20, Ship token #20
warpdrive:ship_token:21, Ship token #21
warpdrive:ship_token:22, Ship token #22
warpdrive:ship_token:23, Ship token #23
warpdrive:ship_token:24, Ship token #24
warpdrive:ship_token:25, Ship token #25
warpdrive:ship_token:30, Ship token #30
warpdrive:ship_token:31, Ship token #31
warpdrive:ship_token:32, Ship token #32
warpdrive:ship_token:33, Ship token #33
warpdrive:ship_token:34, Ship token #34
warpdrive:ship_token:35, Ship token #35
warpdrive:ship_token:40, Ship token #40
warpdrive:ship_token:41, Ship token #41
warpdrive:ship_token:42, Ship token #42
warpdrive:ship_token:43, Ship token #43
warpdrive:ship_token:44, Ship token #44
warpdrive:ship_token:45, Ship token #45
warpdrive:air_flow, Air Block
warpdrive:air_source, Air Block
warpdrive:air_shield:0, Energy Air Shield
warpdrive:air_shield:1, Energy Air Shield
warpdrive:air_shield:2, Energy Air Shield
warpdrive:air_shield:3, Energy Air Shield
warpdrive:air_shield:4, Energy Air Shield
warpdrive:air_shield:5, Energy Air Shield
warpdrive:air_shield:6, Energy Air Shield
warpdrive:air_shield:7, Energy Air Shield
warpdrive:air_shield:8, Energy Air Shield
warpdrive:air_shield:9, Energy Air Shield
warpdrive:air_shield:10, Energy Air Shield
warpdrive:air_shield:11, Energy Air Shield
warpdrive:air_shield:12, Energy Air Shield
warpdrive:air_shield:13, Energy Air Shield
warpdrive:air_shield:14, Energy Air Shield
warpdrive:air_shield:15, Energy Air Shield
warpdrive:air_generator.basic, Basic Air Generator
warpdrive:air_generator.advanced, Advanced Air Generator
warpdrive:air_generator.superior, Superior Air Generator
warpdrive:air_tank.canister, Air Canister
warpdrive:air_tank.basic, Basic Air Tank
warpdrive:air_tank.advanced, Advanced Air Tank
warpdrive:air_tank.superior, Superior Air Tank
warpdrive:mining_laser, Mining Laser
warpdrive:laser_tree_farm, Laser Tree Farm
warpdrive:bedrock_glass, Bedrock Glass
warpdrive:decorative:0, Plain metal decoration
warpdrive:decorative:1, Grated metal decoration
warpdrive:decorative:2, Grated glass decoration
warpdrive:decorative:3, Black & yellow stripes down
warpdrive:decorative:4, Black & yellow stripes up
warpdrive:decorative:5, Yellow & black stripes down
warpdrive:decorative:6, Yellow & black stripes up
warpdrive:gas:0, Gas Block
warpdrive:gas:1, Gas Block
warpdrive:gas:2, Gas Block
warpdrive:gas:3, Gas Block
warpdrive:gas:4, Gas Block
warpdrive:gas:5, Gas Block
warpdrive:gas:6, Gas Block
warpdrive:gas:7, Gas Block
warpdrive:gas:8, Gas Block
warpdrive:gas:9, Gas Block
warpdrive:gas:10, Gas Block
warpdrive:gas:11, Gas Block
warpdrive:lamp_bubble:0, Bubble Lamp
warpdrive:lamp_flat:0, Flat Lamp
warpdrive:lamp_long:0, Long Lamp
warpdrive:biometric_scanner, Biometric Scanner
warpdrive:camera, Camera
warpdrive:cloaking_coil, Cloaking Coil
warpdrive:cloaking_core, Cloaking Core
warpdrive:environmental_sensor, Environmental Sensor
warpdrive:monitor, Monitor
warpdrive:radar, Radar
warpdrive:siren_industrial.basic, Basic Industrial Siren
warpdrive:siren_military.basic, Basic Air Raid Siren
warpdrive:speaker.basic, Basic Speaker
warpdrive:virtual_assistant.basic, Basic Virtual Assistant
warpdrive:siren_industrial.advanced, Advanced Industrial Siren
warpdrive:siren_military.advanced, Advanced Air Raid Siren
warpdrive:speaker.advanced, Advanced Speaker
warpdrive:virtual_assistant.advanced, Advanced Virtual Assistant
warpdrive:siren_industrial.superior, Superior Industrial Siren
warpdrive:siren_military.superior, Superior Air Raid Siren
warpdrive:speaker.superior, Superior Speaker
warpdrive:virtual_assistant.superior, Superior Virtual Assistant
warpdrive:warp_isolation, Warp-field Isolation Block
warpdrive:capacitor.creative:0, Zero-Point Module
warpdrive:capacitor.basic:0, Basic Subspace Capacitor
warpdrive:capacitor.basic:0, Basic Subspace Capacitor
warpdrive:capacitor.advanced:0, Advanced Subspace Capacitor
warpdrive:capacitor.advanced:0, Advanced Subspace Capacitor
warpdrive:capacitor.superior:0, Superior Subspace Capacitor
warpdrive:capacitor.superior:0, Superior Subspace Capacitor
warpdrive:enan_reactor_core.basic, Basic Enantiomorphic Reactor Core
warpdrive:enan_reactor_core.advanced, Advanced Enantiomorphic Reactor Core
warpdrive:enan_reactor_core.superior, Superior Enantiomorphic Reactor Core
warpdrive:enan_reactor_laser, Enantiomorphic Reactor Stabilization Laser
warpdrive:ic2_reactor_laser_cooler, IC2 Reactor Laser Cooler
warpdrive:ic2_reactor_laser_focus, IC2 Reactor Laser Focus
warpdrive:projector.basic:0, Basic Force Field Half Projector
warpdrive:projector.basic:1, Basic Force Field Full Projector
warpdrive:force_field_relay.basic, Basic Force Field Relay
warpdrive:projector.advanced:0, Advanced Force Field Half Projector
